total_duration_log,washing_duration_log,movement_0_log,movement_1_log,movement_2_log,movement_3_log,movement_4_log,movement_5_log,movement_6_log,movement_7_log,ratio_who_movements_log,movement_sum,fraction_washing,movement_balance
0.6123942878331676,0.9305207697815983,0.5050863215409469,-0.08048984071188461,0.9795677055095077,1.0684361008982093,0.9968633762525267,2.5297596767304555,2.063155365218162,-0.24883399434009978,-0.8388483702553287,0.5307172066024454,0.992331757900319,-1.622663880609149
0.9562383527002879,0.894297085064091,0.8723081739084527,1.085606754156827,0.7723056303079828,1.0185414232669552,-0.43874371828015596,1.8225231695495474,-0.4137115796072131,-0.24883399434009978,-0.4005011454899365,0.4857306405953068,0.34930152520936264,-0.6825967347957939
3.045710822650194,2.5157956566450355,1.7839478763620906,3.1977814054049545,1.9751923315046034,4.373181081979355,4.231168473037321,4.584300620807396,1.1909787091278026,-0.24883399434009978,-1.0821954145685968,5.497234093790524,1.0638753045088902,-2.1900867688372565
-0.13155595492352296,0.74758381833079,1.1038734328256123,-0.3235107341190773,0.6791942506824119,-0.6531634310330093,-0.43874371828015596,-0.4548908597365779,-0.4137115796072131,-0.24883399434009978,0.944224394866131,0.3057843765667534,1.954684355664017,0.668529246712042
1.2314398922790817,1.2116596279659955,0.5050863215409469,1.6514891567173173,1.783227507506002,1.4562932325023619,2.444954675285893,2.470492059174317,1.4470495508553856,-0.24883399434009978,-1.0197368448647384,0.9760842100731151,0.6865049058285186,-2.225341835600156
1.0143653201806393,1.0927519785348279,0.7217935946275716,0.4283673258198346,1.2235052606357408,1.7650984384374728,2.444954675285893,2.3875623115420237,-0.4137115796072131,-0.24883399434009978,-0.8131754122818929,0.7826419762424202,0.7368342003139124,-1.5759536076824947
1.3588438740865527,1.3955470706131616,0.6147399014478371,1.1556856345457682,1.9751923315046034,1.3376629489456147,2.7388765623719,3.375262668877397,1.4935762181431964,-0.24883399434009978,-1.0603542793194427,1.3404753947309365,0.957602542997134,-2.1447479642107425
0.6388687732306544,0.9009732524294727,0.38463049782123243,0.6791352383698603,1.1913306656412805,0.15426775490861183,1.771933351003848,2.9482677124237107,-0.4137115796072131,-0.24883399434009978,-0.9026236016105097,0.49472795379673445,0.8635135720115524,-1.5784823060156061
1.747623938411245,1.21914457131653,0.5127103102377379,1.012267241327062,1.315520296156486,1.3782427226863283,3.088488813399115,3.0054249392183703,0.2182169859819746,-0.24883399434009978,-1.0224783544236604,0.9985774930766846,-0.01493582242746816,-1.9995182486271235
0.7123098398114438,1.0787035225676946,0.6559903095853249,0.4283673258198346,1.5823684176299992,1.0185414232669552,1.3836337177035656,2.9771238055257556,-0.4137115796072131,1.0491168818758356,-0.8486713600427602,0.7556500366381373,1.240364499694174,-1.5521581256863606
